0	1545
0	852
0	222
0	1544
0	124
0	1535
0	43
0	1019
0	1532
0	1336
1	144
1	95
1	227
1	94
1	252
1	447
1	313
1	112
1	193
1	184
2	599
2	41
2	111
2	774
2	555
2	215
2	175
2	626
2	603
2	380
3	448
3	39
3	441
3	467
3	449
3	635
3	411
3	112
3	295
3	41
4	395
4	94
4	313
4	93
4	299
4	447
4	133
4	437
4	598
4	504
5	722
5	241
5	455
5	449
5	171
5	673
5	133
5	829
5	272
5	110
6	763
6	186
6	187
6	972
6	994
6	2
6	952
6	719
6	762
6	721
7	196
7	887
7	162
7	813
7	994
7	1466
7	422
7	110
7	131
7	366
8	227
8	299
8	94
8	111
8	462
8	467
8	644
8	690
8	131
8	403
9	299
9	24
9	93
9	252
9	295
9	444
9	447
9	79
9	140
9	301
10	154
10	39
10	313
10	450
10	395
10	215
10	41
10	295
10	227
10	359
11	395
11	227
11	467
11	93
11	373
11	302
11	428
11	119
11	253
11	727
12	111
12	119
12	154
12	39
12	112
12	41
12	131
12	104
12	450
12	80
13	119
13	222
13	131
13	272
13	524
13	50
13	154
13	138
13	577
13	10
14	448
14	131
14	39
14	463
14	112
14	178
14	41
14	222
14	111
14	1498
15	295
15	39
15	252
15	95
15	178
15	79
15	111
15	144
15	527
15	241
16	91
16	379
16	51
16	722
16	76
16	133
16	78
16	690
16	171
16	554
17	299
17	76
17	227
17	241
17	476
17	379
17	534
17	643
17	722
17	140
18	403
18	91
18	24
18	83
18	131
18	308
18	722
18	324
18	41
18	461
19	227
19	133
19	299
19	467
19	313
19	476
19	91
19	447
19	93
19	444
20	222
20	122
20	71
20	110
20	524
20	39
20	112
20	124
20	119
20	214
21	124
21	254
21	112
21	10
21	1449
21	184
21	367
21	474
21	166
21	1505
22	227
22	586
22	252
22	455
22	234
22	10
22	272
22	24
22	444
22	79
23	295
23	131
23	119
23	241
23	79
23	116
23	271
23	104
23	586
23	227
24	330
24	887
24	190
24	365
24	67
24	43
24	110
24	71
24	1449
24	39
25	39
25	216
25	114
25	162
25	167
25	5
25	195
25	3
25	222
25	69
26	1449
26	330
26	1020
26	1038
26	71
26	524
26	996
26	982
26	369
26	190
27	39
27	114
27	112
27	111
27	121
27	222
27	904
27	375
27	1199
27	1217
28	39
28	227
28	299
28	44
28	178
28	295
28	104
28	274
28	133
28	76
29	1537
29	843
29	1453
29	10
29	1475
29	1468
29	1455
29	1545
29	1544
29	1456
30	116
30	10
30	39
30	104
30	131
30	448
30	826
30	112
30	272
30	524
31	227
31	39
31	313
31	79
31	299
31	10
31	447
31	110
31	44
31	467
32	227
32	467
32	295
32	395
32	791
32	437
32	119
32	286
32	93
32	400
33	690
33	44
33	643
33	271
33	555
33	132
33	41
33	614
33	626
33	97
34	39
34	252
34	314
34	299
34	17
34	44
34	24
34	672
34	636
34	411
35	1309
35	1409
35	1314
35	1313
35	1440
35	3
35	367
35	124
35	365
35	474
36	403
36	644
36	39
36	710
36	144
36	91
36	241
36	140
36	172
36	561
37	13
37	193
37	524
37	216
37	14
37	1
37	162
37	369
37	367
37	1449
38	302
38	119
38	178
38	154
38	403
38	308
38	215
38	83
38	345
38	182
39	93
39	119
39	271
39	467
39	598
39	332
39	633
39	10
39	104
39	621
40	227
40	395
40	299
40	119
40	476
40	437
40	252
40	24
40	295
40	17
41	110
41	227
41	521
41	144
41	94
41	252
41	112
41	832
41	98
41	119
42	395
42	178
42	299
42	447
42	95
42	172
42	586
42	359
42	201
42	534
43	144
43	133
43	295
43	10
43	131
43	227
43	41
43	116
43	395
43	79
44	227
44	476
44	144
44	44
44	91
44	467
44	131
44	586
44	78
44	24
45	271
45	598
45	448
45	121
45	332
45	322
45	131
45	110
45	467
45	831
46	299
46	313
46	643
46	91
46	51
46	97
46	437
46	379
46	693
46	93
47	252
47	144
47	299
47	295
47	227
47	447
47	534
47	325
47	629
47	643
48	111
48	154
48	131
48	110
48	50
48	577
48	41
48	94
48	467
48	448
49	313
49	295
49	144
49	171
49	178
49	146
49	227
49	395
49	324
49	554
50	313
50	144
50	252
50	17
50	94
50	643
50	111
50	134
50	132
50	178
51	112
51	222
51	124
51	365
51	10
51	104
51	178
51	111
51	121
51	610
52	10
52	178
52	109
52	111
52	119
52	114
52	1068
52	1216
52	1228
52	1202
53	252
53	467
53	295
53	395
53	44
53	144
53	24
53	50
53	41
53	140
54	122
54	474
54	14
54	124
54	524
54	365
54	214
54	71
54	2
54	222
55	133
55	313
55	227
55	119
55	171
55	395
55	241
55	403
55	710
55	643
56	395
56	97
56	252
56	93
56	295
56	544
56	227
56	39
56	447
56	313
57	395
57	586
57	295
57	91
57	24
57	313
57	44
57	10
57	643
57	373
58	299
58	586
58	24
58	171
58	94
58	313
58	91
58	79
58	44
58	201
59	39
59	952
59	610
59	1
59	110
59	61
59	112
59	10
59	448
59	369
60	114
60	3
60	369
60	330
60	39
60	254
60	216
60	1449
60	119
60	1
61	554
61	43
61	50
61	601
61	1449
61	884
61	257
61	367
61	686
61	882
62	295
62	144
62	39
62	241
62	94
62	499
62	71
62	41
62	313
62	227
63	43
63	524
63	554
63	254
63	124
63	5
63	2
63	3
63	112
63	365
64	201
64	444
64	437
64	277
64	24
64	97
64	324
64	301
64	154
64	710
65	44
65	721
65	762
65	24
65	720
65	1320
65	444
65	672
65	1455
65	1037
66	227
66	313
66	131
66	301
66	252
66	79
66	134
66	447
66	277
66	133
67	91
67	586
67	94
67	171
67	222
67	39
67	554
67	252
67	295
67	133
68	444
68	104
68	253
68	140
68	44
68	1324
68	287
68	521
68	314
68	428
69	114
69	154
69	110
69	111
69	178
69	1449
69	39
69	10
69	354
69	1459
70	41
70	94
70	227
70	111
70	271
70	144
70	50
70	295
70	201
70	154
71	71
71	0
71	2
71	122
71	39
71	69
71	10
71	114
71	554
71	124
72	227
72	295
72	467
72	252
72	313
72	447
72	201
72	403
72	299
72	131
73	95
73	134
73	76
73	17
73	44
73	140
73	534
73	690
73	302
73	146
74	299
74	222
74	395
74	71
74	162
74	504
74	524
74	610
74	124
74	330
75	252
75	313
75	447
75	467
75	690
75	76
75	154
75	250
75	178
75	121
76	252
76	643
76	234
76	93
76	534
76	76
76	476
76	359
76	250
76	241
77	10
77	39
77	104
77	131
77	178
77	332
77	121
77	467
77	373
77	154
78	227
78	313
78	295
78	299
78	395
78	94
78	252
78	24
78	444
78	241
79	140
79	51
79	53
79	81
79	359
79	302
79	659
79	411
79	781
79	215
80	252
80	295
80	227
80	171
80	241
80	586
80	359
80	447
80	467
80	379
81	114
81	1449
81	39
81	193
81	330
81	222
81	110
81	1266
81	1264
81	434
82	299
82	295
82	146
82	93
82	79
82	91
82	94
82	252
82	39
82	586
83	116
83	104
83	109
83	252
83	144
83	447
83	313
83	153
83	76
83	826
84	252
84	299
84	643
84	227
84	91
84	93
84	395
84	39
84	144
84	586
85	39
85	299
85	93
85	643
85	94
85	81
85	586
85	250
85	437
85	140
86	17
86	395
86	94
86	447
86	643
86	144
86	302
86	586
86	10
86	76
87	111
87	10
87	39
87	131
87	24
87	227
87	144
87	93
87	313
87	513
88	39
88	324
88	97
88	103
88	722
88	250
88	513
88	672
88	357
88	599
89	395
89	313
89	39
89	586
89	252
89	447
89	10
89	93
89	383
89	444
90	252
90	39
90	140
90	94
90	227
90	91
90	253
90	690
90	95
90	76
91	524
91	1449
91	222
91	39
91	195
91	884
91	114
91	130
91	50
91	619
92	313
92	252
92	111
92	295
92	154
92	447
92	94
92	131
92	104
92	144
93	227
93	95
93	299
93	241
93	24
93	252
93	39
93	111
93	144
93	133
94	114
94	119
94	178
94	110
94	813
94	121
94	1
94	124
94	0
94	524
95	227
95	395
95	313
95	144
95	252
95	91
95	44
95	10
95	24
95	271
96	395
96	178
96	119
96	201
96	447
96	81
96	97
96	554
96	527
96	786
97	277
97	93
97	154
97	112
97	83
97	791
97	315
97	155
97	121
97	727
98	124
98	1265
98	610
98	5
98	167
98	209
98	961
98	533
98	1252
98	1163
99	395
99	10
99	308
99	97
99	134
99	241
99	513
99	373
99	1273
99	1456
100	395
100	227
100	252
100	95
100	79
100	586
100	467
100	44
100	93
100	534
101	395
101	299
101	93
101	95
101	171
101	91
101	241
101	41
101	373
101	450
102	299
102	324
102	24
102	79
102	227
102	395
102	171
102	94
102	252
102	313
103	119
103	271
103	39
103	295
103	94
103	620
103	832
103	201
103	521
103	598
104	39
104	252
104	131
104	110
104	295
104	178
104	299
104	313
104	448
104	94
105	178
105	10
105	154
105	39
105	117
105	448
105	271
105	577
105	131
105	373
106	178
106	154
106	119
106	215
106	93
106	331
106	112
106	41
106	463
106	131
107	131
107	121
107	227
107	91
107	299
107	544
107	81
107	93
107	295
107	94
108	111
108	190
108	114
108	271
108	177
108	1449
108	71
108	448
108	39
108	41
109	154
109	39
109	131
109	41
109	271
109	221
109	295
109	94
109	116
109	463
110	97
110	227
110	178
110	39
110	654
110	544
110	17
110	171
110	140
110	299
111	299
111	93
111	134
111	17
111	437
111	39
111	76
111	690
111	171
111	131
112	110
112	121
112	10
112	39
112	131
112	178
112	322
112	109
112	114
112	111
113	39
113	178
113	144
113	295
113	241
113	94
113	448
113	41
113	111
113	121
114	114
114	30
114	216
114	1461
114	1456
114	1462
114	1459
114	1453
114	1455
114	196
115	299
115	467
115	504
115	462
115	146
115	277
115	201
115	178
115	121
115	669
116	252
116	467
116	313
116	10
116	79
116	476
116	447
116	586
116	171
116	690
117	3
117	124
117	122
117	112
117	610
117	365
117	216
117	343
117	5
117	1020
118	78
118	643
118	234
118	79
118	447
118	17
118	53
118	134
118	50
118	644
119	95
119	79
119	437
119	144
119	50
119	447
119	476
119	774
119	51
119	643
120	79
120	252
120	227
120	295
120	447
120	94
120	299
120	121
120	144
120	80
121	227
121	39
121	467
121	295
121	395
121	554
121	110
121	313
121	10
121	41
122	295
122	39
122	91
122	227
122	93
122	395
122	476
122	10
122	76
122	97
123	643
123	76
123	544
123	131
123	94
123	51
123	24
123	91
123	50
123	111
124	513
124	504
124	103
124	428
124	672
124	626
124	110
124	132
124	1380
124	553
125	3
125	1
125	112
125	10
125	0
125	122
125	5
125	110
125	39
125	467
126	308
126	131
126	664
126	700
126	171
126	403
126	10
126	690
126	649
126	309
127	111
127	3
127	31
127	620
127	1271
127	1264
127	10
127	2
127	853
127	282
128	299
128	24
128	10
128	110
128	467
128	178
128	123
128	598
128	444
128	111
129	119
129	215
129	178
129	10
129	110
129	154
129	111
129	121
129	109
129	116
130	24
130	444
130	76
130	51
130	302
130	301
130	132
130	119
130	315
130	480
131	504
131	1252
131	791
131	1323
131	664
131	359
131	629
131	478
131	628
131	231
132	227
132	299
132	286
132	467
132	50
132	91
132	295
132	395
132	216
132	39
133	79
133	534
133	586
133	24
133	504
133	710
133	379
133	815
133	664
133	603
134	190
134	524
134	1019
134	1449
134	1498
134	193
134	333
134	207
134	509
134	216
135	154
135	111
135	39
135	178
135	215
135	598
135	117
135	854
135	40
135	131
136	94
136	444
136	227
136	395
136	295
136	313
136	299
136	428
136	467
136	140
137	154
137	39
137	271
137	121
137	109
137	295
137	94
137	131
137	400
137	322
138	10
138	110
138	112
138	131
138	373
138	178
138	121
138	111
138	39
138	154
139	324
139	39
139	215
139	313
139	132
139	672
139	450
139	447
139	80
139	133
140	299
140	144
140	39
140	252
140	313
140	395
140	447
140	91
140	111
140	44
141	295
141	227
141	791
141	643
141	39
141	178
141	1450
141	395
141	462
141	383
142	111
142	144
142	94
142	252
142	110
142	272
142	112
142	227
142	91
142	271
143	252
143	476
143	313
143	144
143	93
143	527
143	774
143	94
143	131
143	51
144	437
144	500
144	786
144	643
144	603
144	227
144	47
144	231
144	604
144	467
145	39
145	887
145	122
145	110
145	3
145	10
145	448
145	1449
145	444
145	119
146	39
146	450
146	848
146	448
146	110
146	115
146	116
146	98
146	213
146	952
147	222
147	1449
147	193
147	13
147	3
147	190
147	122
147	884
147	257
147	686
148	201
148	79
148	93
148	119
148	50
148	41
148	10
148	324
148	131
148	449
149	271
149	154
149	39
149	111
149	467
149	31
149	1019
149	373
149	80
149	122
